VENDEDOR	CLIENTE	ROTULO	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	LITOGRAFIA	FECHAMENTO
ANGELA QUIRINO	ACEBRAS ACETATOS DO BRASIL LTDA	018.0002.01.0	18L (H)-  ACEBRAS Ø57	109502012	18	18 L.	07/08/2012	24/08/2012	28/08/2012	29/08/2012	31/08/2012	1000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	BRANCO OPACO	PRETO	AMARELO LIMÃO	VERMELHO LINOVA		Ø57	
CLAUDIO FRANCO DA ROCHA	SKYLACK TINTAS E VERNIZES LTDA	018.0537.03.0	18L (H)- SKYLACK COMPLEM. AUTOMO.	109512012	18	18 L.	07/08/2012	05/09/2012	09/09/2012	10/09/2012	12/09/2012	1620	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO RETICULADO	MAGENTA BERTONCINI	OURO VIWACRIL	VERMELHO LINOVA	BRANCO OPACO		Ø57	
CLAUDIO FRANCO DA ROCHA	STAC PLASTIC PRODUTOS QUIMICOS LTDA	018.0940.01.0	DESATIVADO LATA 18L (H) CHAPADO BRANCO	109522012	18	18 L.	07/08/2012	03/08/2012	07/08/2012	08/08/2012	10/08/2012	240	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO						Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	109532012	18	18 L.	07/08/2012	01/08/2012	05/08/2012	06/08/2012	08/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	109542012	18	18 L.	07/08/2012	01/08/2012	05/08/2012	06/08/2012	08/08/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.33.0	18L (H)- SOLVENTEX   ZARCOTEX  (LARANJA)	109552012	18	18 L.	08/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	360	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	LARANJA RILAPLAST				Ø57	
CLAUDIO FRANCO DA ROCHA	CDB IND. E COM. DE PRODS. QUIMICOS LTDA	018.0155.01.1	18L (H)- CDB SOLVENTES USO PROFIS.	109562012	18	18 L.	08/08/2012	29/08/2012	02/09/2012	03/09/2012	05/09/2012	1440	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	OURO VIWACRIL	VERMELHO LINOVA				Ø57	
ANGELA QUIRINO	FIBER CENTER IND. E COM. DE RESINAS LTDA	018.0110.02.0	18L (H)- RESINFIBER COMPOSTOS ESPECIAIS.	109572012	18	18 L.	08/08/2012	24/08/2012	28/08/2012	29/08/2012	31/08/2012	2000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	AZUL DURAMAR	VERMELHO TRANSPARENTE	AZUL LINOVA			Ø42	
ANGELA QUIRINO	FIBER CENTER IND. E COM. DE RESINAS LTDA	018.0110.02.0	18L (H)- RESINFIBER COMPOSTOS ESPECIAIS.	109582012	18	18 L.	08/08/2012	28/09/2012	02/10/2012	03/10/2012	05/10/2012	2000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	AZUL DURAMAR	VERMELHO TRANSPARENTE	AZUL LINOVA			Ø42	
ANGELA QUIRINO	FIBER CENTER IND. E COM. DE RESINAS LTDA	018.0110.02.0	18L (H)- RESINFIBER COMPOSTOS ESPECIAIS.	109592012	18	18 L.	08/08/2012	29/10/2012	02/11/2012	03/11/2012	05/11/2012	2000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	AZUL DURAMAR	VERMELHO TRANSPARENTE	AZUL LINOVA			Ø42	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.01.1	18L (H)- STARCAR COMPLEM.  AUTOMO.	109602012	18	18 L.	08/08/2012	12/08/2012	16/08/2012	17/08/2012	19/08/2012	1260	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL TOZAN	BRANCO BRILTINTAS	OURO STARCAR	PRETO		Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.01.1	18L (H)- STARCAR COMPLEM.  AUTOMO.	109612012	18	18 L.	08/08/2012	27/08/2012	31/08/2012	01/09/2012	03/09/2012	1260	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL TOZAN	BRANCO BRILTINTAS	OURO STARCAR	PRETO		Ø57	
SANDRA REGINA DA SILVA	REDELEASE PROD.P/INDUSTRIAS  LTDA.	018.0825.01.1	18L (H)- REDELEASE 	109622012	18	18 L.	10/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	2000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL LINOVA	VERMELHO LINOVA					Ø42	
ROGERIO BARRETTO MARTINS	NATRIELLI QUIMICA LTDA	018.0167.13.0	18L (H)- NATRIELLI  ESMALTE  SINTETICO	109632012	18	18 L.	10/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	1000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	BRANCO OPACO	MAGENTA BERTONCINI	BRANCO OPACO 2ªPASS	AMARELO BANDEIRA		Ø42	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1304.01.0	18L (H)- KISAFIX  USO PROFISSIONAL  C/VZ	109642012	18	18 L.	10/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO TRANSPARENTE	AZUL DURAMAR	PRETO	AMARELO BANDEIRA			Ø57	
DALTON	ARTECOLA INDÚSTRIAS QUÍMICAS LTDA  RS	018.0074.04.1	18L (H)-  ARTECOLA   FORBO  ADES. INCOLOR	109652012	18	18 L.	10/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA				Ø57	
ANGELA QUIRINO	EDEN QUIMICA INDL. LTDA	018.0196.01.1	18L (H)- EDEN DILUENTES	109662012	18	18 L.	10/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	890	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO ESCALA	PRETO	AZUL EUROPA	VERMELHO LINOVA			Ø57	
ANGELA QUIRINO	EDEN QUIMICA INDL. LTDA	018.0196.01.1	18L (H)- EDEN DILUENTES	109672012	18	18 L.	10/08/2012	23/09/2012	27/09/2012	28/09/2012	30/09/2012	840	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO ESCALA	PRETO	AZUL EUROPA	VERMELHO LINOVA			Ø57	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1304.01.0	18L (H)- KISAFIX  USO PROFISSIONAL  C/VZ	109682012	18	18 L.	10/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	2000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO TRANSPARENTE	AZUL DURAMAR	PRETO	AMARELO BANDEIRA			Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	109692012	18	18 L.	10/08/2012	06/08/2012	10/08/2012	11/08/2012	13/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.04.1	18L (H)- STARPREMIUM GLOBAL SYSTEM	109702012	18	18 L.	13/08/2012	28/08/2012	01/09/2012	02/09/2012	04/09/2012	720	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	BRANCO OPACO 2ªPASS	PRATA LUXO	PRETO	VERMELHO LINOVA		Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.04.1	18L (H)- STARPREMIUM GLOBAL SYSTEM	109712012	18	18 L.	13/08/2012	10/09/2012	14/09/2012	15/09/2012	17/09/2012	720	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	BRANCO OPACO 2ªPASS	PRATA LUXO	PRETO	VERMELHO LINOVA		Ø57	
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	018.0139.07.0	18L (H)- CARFORT  THINNER  ACABAMENTO C-700	109722012	18	18 L.	13/08/2012	23/08/2012	27/08/2012	28/08/2012	30/08/2012	600	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MARROM P-4975C	AZUL EUROPA	CREME PREPARADO	VERMELHO LINOVA	LARANJA RILAPLAST		Ø57	
SANDRA REGINA DA SILVA	TORDIN IND. E COM. DE PROD. QUIM. LTDA	018.0300.03.0	18L (H)- ALLEGRO THINNER	109732012	18	18 L.	13/08/2012	24/08/2012	28/08/2012	29/08/2012	31/08/2012	3000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL EUROPA	AMARELO MEDIO				Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	109742012	18	18 L.	13/08/2012	09/08/2012	13/08/2012	14/08/2012	16/08/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
ANGELA QUIRINO	MARCOBI IND. E COM. LTDA	018.0140.02.0	18L (H)- MARCOBI	109752012	18	18 L.	13/08/2012	09/08/2012	13/08/2012	14/08/2012	16/08/2012	1000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL VIWACRIL	VERMELHO LINOVA	PRETO	VERDE PREPARADO	AMARELO MEDIO		Ø57	
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	018.0138.03.0	18L (H) ME041 MAXI RUBBER  TI TECNO  INDUS S/VZ  	109762012	18	18 L.	13/08/2012	11/08/2012	15/08/2012	16/08/2012	18/08/2012	1000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	VERMELHO LINOVA				Ø57	
ANGELA QUIRINO	QUIMICA NACIONAL QUIMIONAL LTDA	018.0205.02.0	18L (H)- WURTH SABESTO (QUIMIONAL)	109772012	18	18 L.	14/08/2012	17/08/2012	21/08/2012	22/08/2012	24/08/2012	1000	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO PREPARADO	AMARELO EUROPA	PRETO	AZUL DURAMAR			Ø57	
ANGELA QUIRINO	QUIMICA NACIONAL QUIMIONAL LTDA	018.0205.05.0	18L (H)- POWER BOND  (QUIMIONAL)	109782012	18	18 L.	14/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	1000	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	LARANJA RILAPLAST	VERMELHO LINOVA	PRETO			Ø57	
ANGELA QUIRINO	MARCOBI IND. E COM. LTDA	018.0140.02.0	18L (H)- MARCOBI	109792012	18	18 L.	14/08/2012	09/08/2012	13/08/2012	14/08/2012	16/08/2012	1000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL VIWACRIL	VERMELHO LINOVA	PRETO	VERDE PREPARADO	AMARELO MEDIO		Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	109802012	18	18 L.	14/08/2012	11/08/2012	15/08/2012	16/08/2012	18/08/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
ROGERIO BARRETTO MARTINS	DISSOLTEX IND. QUÍMICA LTDA	018.0100.01.0	18L (H)- DISSOLTEX  SOLVENTE	109812012	18	18 L.	14/08/2012	23/08/2012	27/08/2012	28/08/2012	30/08/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO MEDIO	AZUL DURAMAR	PRETO	LARANJA PREPARADO	VERDE PREPARADO		Ø57	
CLAUDIO FRANCO DA ROCHA	DENVER IMPERMEABILIZANTES IND.E COM,LTDA	018.0103.03.0	18L (H)- DENVER  IMPERMANTA PRIMER 	109822012	18	18 L.	14/08/2012	23/08/2012	27/08/2012	28/08/2012	30/08/2012	720	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA DENVER	VERMELHO LINOVA	PRETO				Ø57	
CLAUDIO FRANCO DA ROCHA	DENVER IMPERMEABILIZANTES IND.E COM,LTDA	018.0103.03.0	18L (H)- DENVER  IMPERMANTA PRIMER 	109832012	18	18 L.	14/08/2012	10/09/2012	14/09/2012	15/09/2012	17/09/2012	720	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA DENVER	VERMELHO LINOVA	PRETO				Ø57	
CLAUDIO FRANCO DA ROCHA	DENVER IMPERMEABILIZANTES IND.E COM,LTDA	018.0103.03.0	18L (H)- DENVER  IMPERMANTA PRIMER 	109842012	18	18 L.	14/08/2012	20/09/2012	24/09/2012	25/09/2012	27/09/2012	720	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA DENVER	VERMELHO LINOVA	PRETO				Ø57	
SANDRA REGINA DA SILVA	PIROSOL PRODS. QUIMICOS LTDA	018.0201.02.2	18L (H)- PIROSOL   A 200 USO PROFIS.	109852012	18	18 L.	14/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	VERDE 355 PROCESSO	AZUL DURAMAR			Ø42	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.04.1	DESATIVADO8L (H)- BIQ BERTONCINI 1263  CINZA EM073	109862012	18	18 L.	15/08/2012	11/08/2012	15/08/2012	16/08/2012	18/08/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	VERMELHO PREPARADO	CINZA METALGAMICA	AZUL DURAMAR			Ø42	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	109872012	18	18 L.	15/08/2012	11/08/2012	15/08/2012	16/08/2012	18/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.01.1	18L (H)- SOLVENTEX  INDUSTRIAL (AZUL)  	109882012	18	18 L.	16/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AZUL INDUSTRIAL NOVO	VERMELHO LINOVA	PRETO			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.07.1	18L (H)- SOLVENTEX  PRIMERTEX PREMIUM CINZA	109892012	18	18 L.	16/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	180	0	0			OURO VIWACRIL	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	VERMELHO LINOVA	CINZA PRIMERTEX	PRETO			Ø42	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.30.0	18L (H)- SOLVENTEX  GALVANITEX	109902012	18	18 L.	16/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	360	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	BRANCO OPACO 2ªPASS	BRANCO OPACO	VERMELHO LINOVA			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.31.1	18L (H)- SOLVENTEX  PRIMER  ACABAMENTO CINZA	109912012	18	18 L.	16/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL ESCALA	VERMELHO LINOVA	PRETO	CINZA GRAFITEX			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.33.0	18L (H)- SOLVENTEX   ZARCOTEX  (LARANJA)	109922012	18	18 L.	16/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	720	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	LARANJA RILAPLAST				Ø57	
SANDRA REGINA DA SILVA	LWART PROASFAR QUIMICA LTDA	018.0128.11.0	18L (H) LWART  LW55  ASFALTO  DILUIDO	109932012	18	18 L.	16/08/2012	11/09/2012	15/09/2012	16/09/2012	18/09/2012	2160	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	VERMELHO LINOVA	AZUL EUROPA	PRETO			Ø42	
DALTON	ARTECOLA INDUSTRIAS QUIMICAS LTDA  BA	018.0661.04.0	18L (H)- ARTECOLA  ADES.FORBO (VZ INCOL CP TP FD)	109952012	18	18 L.	16/08/2012	12/08/2012	16/08/2012	17/08/2012	19/08/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO					Ø57	
DALTON	ARTECOLA INDÚSTRIAS QUÍMICAS LTDA  RS	018.0074.04.1	18L (H)-  ARTECOLA   FORBO  ADES. INCOLOR	109962012	18	18 L.	16/08/2012	12/08/2012	16/08/2012	17/08/2012	19/08/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA				Ø57	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	109972012	18	18 L.	16/08/2012	12/08/2012	16/08/2012	17/08/2012	19/08/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	109982012	18	18 L.	16/08/2012	12/08/2012	16/08/2012	17/08/2012	19/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
ROGERIO BARRETTO MARTINS	NATRIELLI QUIMICA LTDA	018.0167.05.2	18L (H)- NATRIELLI  THINNER 	109992012	18	18 L.	16/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	2520	0	0			ESM. AMARELO NATRIELLI	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	BRANCO OPACO	AZUL DURAMAR			Ø42	
ANGELA QUIRINO	METALGAMICA PRODS. GRAFICOS LTDA	018.0294.00.0	DESATIVADO LATA 18L (H) NATURAL S/VZ	110002012	18	18 L.	16/08/2012	14/08/2012	18/08/2012	19/08/2012	21/08/2012	200	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM								Ø57	
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	018.0138.02.0	18L (H)- ME101 MAXI RUBBER TI TECNO. INDUS. C/VZ 	110012012	18	18 L.	17/08/2012	13/08/2012	17/08/2012	18/08/2012	20/08/2012	540	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	110032012	18	18 L.	17/08/2012	21/08/2012	25/08/2012	26/08/2012	28/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	110042012	18	18 L.	17/08/2012	21/08/2012	25/08/2012	26/08/2012	28/08/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	110052012	18	18 L.	20/08/2012	16/08/2012	20/08/2012	21/08/2012	23/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	110062012	18	18 L.	20/08/2012	16/08/2012	20/08/2012	21/08/2012	23/08/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
ROGERIO BARRETTO MARTINS	MILUCI TINTAS E VERNIZES LTDA	018.0131.02.0	18L (H)- MILUCI TINTA ESMALTE	110072012	18	18 L.	21/08/2012	16/08/2012	20/08/2012	21/08/2012	23/08/2012	1000	0	0			ESM.CREME PREPARADO	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	AMARELO ESCALA	PRETO			Ø42	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	110082012	18	18 L.	21/08/2012	17/08/2012	21/08/2012	22/08/2012	24/08/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	110092012	18	18 L.	21/08/2012	17/08/2012	21/08/2012	22/08/2012	24/08/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	110102012	18	18 L.	21/08/2012	18/08/2012	22/08/2012	23/08/2012	25/08/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
SANDRA REGINA DA SILVA	PIROSOL PRODS. QUIMICOS LTDA	018.0201.02.2	18L (H)- PIROSOL   A 200 USO PROFIS.	110112012	18	18 L.	22/08/2012	29/08/2012	02/09/2012	03/09/2012	05/09/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	VERDE 355 PROCESSO	AZUL DURAMAR			Ø42	
ROGERIO BARRETTO MARTINS	DUBUIT PAINT TINTAS E VERNIZES LTDA 1	018.0940.01.0	DESATIVADO LATA 18L (H) CHAPADO BRANCO	110122012	18	18 L.	22/08/2012	10/09/2012	14/09/2012	15/09/2012	17/09/2012	1200	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO						Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.04.1	18L (H)- SOLVENTEX  ZINCOTEX (VERDE)	110132012	18	18 L.	23/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	1080	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	VERDE ZINCOTEX				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.28.0	18L (H)- SOLVENTEX  INDUSTRIAL   ESPECIAL	110142012	18	18 L.	23/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	180	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO BANDEIRA	AZUL DURAMAR	MAGENTA BERTONCINI			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.31.1	18L (H)- SOLVENTEX  PRIMER  ACABAMENTO CINZA	110152012	18	18 L.	23/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL ESCALA	VERMELHO LINOVA	PRETO	CINZA GRAFITEX			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.33.0	18L (H)- SOLVENTEX   ZARCOTEX  (LARANJA)	110162012	18	18 L.	23/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	720	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	LARANJA RILAPLAST				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	110172012	18	18 L.	23/08/2012	20/08/2012	24/08/2012	25/08/2012	27/08/2012	2000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
